2025年11月25日更新
送電線No,送電線名,電圧(kV),回線数,設備容量(100%×回線数)(MW),運用容量値(MW),運用容量制約要因,空容量(当該設備)(MW),空容量(上位系等考慮)(MW),N-1電制適用可否,N-1電制適用可能量(MW),平常時出力制御の可能性,平常時出力制御の可能性がある設備(当該設備),平常時出力制御の可能性がある設備(上位系設備),備考
埼玉県 154kV 33,豊昭線,154,2,1972,1130,熱容量,512,512,可,842,-,-,-,
埼玉県 154kV 34,中富線,154,2,1942,1111,熱容量,971,257,可,831,-,-,-,
埼玉県 154kV 35,北鳩線3・4L,154,2,986,565,熱容量,420,0,可,421,有り,-,送52,上位系（送52）による制約
埼玉県 154kV 36,潮止線3・4L,154,2,514,290,熱容量,257,0,可,224,有り,-,送47,抑制が必要となる設備には送46含む　上位系（送47）による制約
埼玉県 154kV 37,久喜線,154,2,350,205,熱容量,152,0,可,145,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 1,川島町線,66,2,132,74,熱容量,58,58,可,58,-,-,-,
埼玉県 66kV 2,指扇線,66,2,184,104,熱容量,92,92,可,80,-,-,-,
埼玉県 66kV 3,上福岡線,66,2,130,86,熱容量,65,65,可,44,-,-,-,
埼玉県 66kV 4,芳野台線,66,2,444,254,熱容量,218,92,可,190,-,-,-,
埼玉県 66kV 5,脇田線,66,2,184,104,熱容量,76,76,可,80,-,-,-,
埼玉県 66kV 6,三芳線,66,2,444,254,熱容量,222,144,可,190,-,-,-,
埼玉県 66kV 7,富士見線,66,2,184,104,熱容量,92,92,可,80,-,-,-,
埼玉県 66kV 8,竹間沢線,66,2,124,78,熱容量,62,62,可,46,-,-,-,
埼玉県 66kV 9,坂戸線,66,2,442,254,熱容量,139,139,可,146,-,-,-,
埼玉県 66kV 10,送電線,66,2,132,74,熱容量,66,66,可,58,-,-,-,
埼玉県 66kV 11,毛呂山線,66,2,444,254,熱容量,134,134,可,53,-,-,-,
埼玉県 66kV 12,吉見線,66,2,442,254,熱容量,8,8,可,163,-,-,-,
埼玉県 66kV 13,久米田線,66,2,132,74,熱容量,15,8,可,58,-,-,-,
埼玉県 66kV 14,青鳥線,66,2,208,118,熱容量,93,0,可,90,有り,-,-,上位系（送埼玉66kV99）による制約
埼玉県 66kV 15,東松山線,66,2,132,74,熱容量,0,0,可,58,有り,-,-,
埼玉県 66kV 16,箭弓線,66,2,132,74,熱容量,59,0,可,58,有り,-,-,上位系（送埼玉66kV15）による制約
埼玉県 66kV 17,樋口線,66,2,208,118,熱容量,0,0,可,30,有り,-,-,上位系（送埼玉66kV99）による制約
埼玉県 66kV 18,行田線,66,2,132,74,熱容量,54,54,可,58,-,-,-,
埼玉県 66kV 19,送電線,66,2,-,-,-,32,32,-,-,-,-,-,◇
埼玉県 66kV 20,妻沼線,66,2,132,74,熱容量,40,0,可,58,有り,-,-,上位系（送埼玉66kV21）による制約
埼玉県 66kV 21,小川線,66,2,102,57,熱容量,0,0,可,34,有り,-,-,
埼玉県 66kV 22,江南線,66,2,132,74,熱容量,0,0,可,58,有り,-,-,上位系（送埼玉66kV21）による制約
埼玉県 66kV 23,三ヶ尻線,66,2,372,212,熱容量,163,0,可,160,有り,-,-,上位系（送埼玉66kV21）による制約
埼玉県 66kV 24,豊里線,66,2,174,98,熱容量,53,53,可,76,-,-,-,
埼玉県 66kV 25,送電線,66,2,102,57,熱容量,51,51,可,45,-,-,-,
埼玉県 66kV 26,本庄線,66,2,184,104,熱容量,82,82,可,80,-,-,-,
埼玉県 66kV 27,岡部線,66,2,230,130,熱容量,23,23,可,100,-,-,-,
埼玉県 66kV 28,榛沢線,66,2,132,74,熱容量,35,23,可,58,-,-,-,
埼玉県 66kV 29,鴻巣線,66,2,132,74,熱容量,21,0,可,58,有り,-,変8，変埼玉154kV1,上位系（変埼玉154kV1）による制約
埼玉県 66kV 30,川里線,66,2,372,212,熱容量,148,0,可,160,有り,-,変8，変埼玉154kV1,上位系（変埼玉154kV1）による制約
埼玉県 66kV 31,加須線,66,2,132,74,熱容量,54,0,可,58,有り,-,変8，変埼玉154kV1,上位系（変埼玉154kV1）による制約
埼玉県 66kV 32,大利根線,66,2,184,104,熱容量,47,0,可,80,有り,-,変8，変埼玉154kV1,上位系（変埼玉154kV1）による制約
埼玉県 66kV 33,桶川線,66,2,260,142,熱容量,130,0,可,118,有り,-,変8，変埼玉154kV1,上位系（変埼玉154kV1）による制約
埼玉県 66kV 34,送電線,66,2,132,74,熱容量,35,23,可,58,-,-,-,
埼玉県 66kV 35,井戸木線,66,2,444,254,熱容量,214,214,可,190,-,-,-,
埼玉県 66kV 36,平方線,66,2,132,74,熱容量,58,58,可,58,-,-,-,
埼玉県 66kV 37,日野田線,66,2,94,53,熱容量,44,0,可,41,有り,-,送埼玉154kV18,上位系（送埼玉154kV18）による制約
埼玉県 66kV 38,秩父線,66,2,64,36,熱容量,32,0,可,28,有り,-,送埼玉154kV18,上位系（送埼玉154kV18）による制約
埼玉県 66kV 39,送電線,66,2,102,57,熱容量,51,0,可,45,有り,-,送埼玉154kV18,上位系（送埼玉154kV18）による制約
埼玉県 66kV 40,品沢線,66,2,192,104,熱容量,83,0,可,88,有り,-,送埼玉154kV18,上位系（送埼玉154kV18）による制約
埼玉県 66kV 41,三峰線,66,1,47,47,熱容量,0,0,不可 ♯２,-,有り,-,送埼玉154kV18,上位系（送埼玉154kV18）による制約
埼玉県 66kV 42,大洞線,66,1,-,-,-,31,0,-,-,有り,-,送埼玉154kV18,◇　上位系（送埼玉66kV41）による制約
埼玉県 66kV 43,宮平線,66,1,32,32,熱容量,25,0,不可 ♯２,-,有り,-,送埼玉154kV18,上位系（送埼玉66kV41）による制約
埼玉県 66kV 44,蓮田線,66,2,238,193,熱容量,115,115,可,45,-,-,-,
埼玉県 66kV 45,加納線,66,2,184,104,熱容量,88,88,可,80,-,-,-,
埼玉県 66kV 46,姫宮線,66,2,208,118,熱容量,99,99,可,90,-,-,-,
埼玉県 66kV 47,送電線,66,2,372,212,熱容量,186,115,可,160,-,-,-,
埼玉県 66kV 48,送電線,66,2,184,104,熱容量,92,92,可,80,-,-,-,
埼玉県 66kV 49,天沼線,66,2,132,74,熱容量,66,66,可,58,-,-,-,
埼玉県 66kV 50,三橋線,66,2,372,212,熱容量,186,66,可,160,-,-,-,
埼玉県 66kV 51,植田谷線,66,2,132,74,熱容量,66,66,可,58,-,-,-,
埼玉県 66kV 52,大宮線,66,2,184,104,熱容量,92,0,可,80,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 53,木崎線,66,2,230,130,熱容量,115,0,可,100,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 54,芝川線,66,2,230,130,熱容量,110,0,可,100,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 55,荻島線,66,2,442,254,熱容量,221,0,可,188,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 56,埼上線,66,2,132,74,熱容量,66,66,可,58,-,-,-,
埼玉県 66kV 57,武州線,66,2,122,61,熱容量,43,43,可,61,-,-,-,
埼玉県 66kV 58,日高線,66,2,184,104,熱容量,92,92,可,80,-,-,-,
埼玉県 66kV 59,柏原線,66,2,132,74,熱容量,16,16,可,58,-,-,-,
埼玉県 66kV 60,高麗川線,66,2,184,104,熱容量,79,79,可,80,-,-,-,
埼玉県 66kV 61,吾野線,66,2,102,57,熱容量,44,44,可,45,-,-,-,
埼玉県 66kV 62,岩白線,66,2,126,72,熱容量,63,0,可,54,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 63,姫宮線,66,2,230,130,熱容量,115,0,可,100,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 64,宮代線,66,2,208,118,熱容量,104,0,可,90,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 65,幸松線,66,2,128,72,熱容量,64,0,可,56,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 66,山西線,66,2,294,167,熱容量,79,0,可,127,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 67,庄和線,66,2,132,74,熱容量,53,0,可,58,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 68,三野宮線,66,2,294,167,熱容量,146,0,可,127,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 69,岩槻線,66,2,184,104,熱容量,90,0,可,80,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 70,加倉線,66,2,268,146,熱容量,134,0,可,122,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 71,京西線,66,2,442,254,熱容量,215,0,可,188,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 72,松原線,66,2,444,254,熱容量,213,0,可,190,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 73,吉川線,66,2,132,74,熱容量,66,0,可,58,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 74,川越線,66,2,164,164,熱容量,144,144,可,0,-,-,-,
埼玉県 66kV 75,膝折線,66,2,372,212,熱容量,138,138,可,44,-,-,-,
埼玉県 66kV 76,松郷線,66,2,444,254,熱容量,222,138,可,190,-,-,-,
埼玉県 66kV 77,並木線,66,2,294,167,熱容量,147,130,可,127,-,-,-,
埼玉県 66kV 78,久米線,66,2,372,212,熱容量,186,130,可,160,-,-,-,
埼玉県 66kV 79,日高線,66,2,372,212,熱容量,186,186,可,160,-,-,-,
埼玉県 66kV 80,上ノ原線,66,2,366,208,熱容量,155,155,可,31,-,-,-,
埼玉県 66kV 81,送電線,66,2,-,-,-,94,0,-,-,有り,-,送47,廃止　上位系（送47）による制約
埼玉県 66kV 82,伊草線,66,2,184,104,熱容量,92,0,可,80,有り,-,送47,抑制が必要となる設備には送46含む　上位系（送47）による制約
埼玉県 66kV 83,八条線,66,2,132,74,熱容量,66,0,可,58,有り,-,送47,抑制が必要となる設備には送46含む　上位系（送47）による制約
埼玉県 66kV 84,草加青柳線,66,2,132,74,熱容量,66,0,可,58,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 85,谷塚線,66,2,372,212,熱容量,177,0,可,160,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 86,東尾久線,66,2,444,254,熱容量,222,0,可,190,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 87,鳩ヶ谷線,66,2,318,220,熱容量,159,0,可,98,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 88,鳩浦線,66,2,92,92,熱容量,91,0,可,0,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 89,宮前線,66,2,204,118,熱容量,102,0,可,86,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 90,武南線,66,2,360,254,熱容量,180,0,可,106,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 91,白幡線,66,2,444,254,熱容量,222,0,可,190,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 92,新倉線,66,2,444,254,熱容量,222,0,可,190,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 93,朝霞線,66,2,444,254,熱容量,222,0,可,190,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 94,白子線,66,2,132,74,熱容量,66,0,可,58,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 95,和光線,66,2,444,254,熱容量,222,169,可,190,-,-,-,
埼玉県 66kV 96,川越線,66,2,328,184,熱容量,164,164,可,144,-,-,-,
埼玉県 66kV 97,東坂戸線,66,2,444,254,熱容量,129,129,可,189,-,-,-,
埼玉県 66kV 98,入間線,66,2,286,163,熱容量,38,38,可,123,-,-,-,
埼玉県 66kV 99,唐子線,66,2,294,167,熱容量,0,0,可,107,有り,-,-,
埼玉県 66kV 100,新田線,66,2,174,98,熱容量,87,87,可,76,-,-,-,
埼玉県 66kV 101,肥塚線,66,2,132,74,熱容量,65,65,可,58,-,-,-,
埼玉県 66kV 102,館林線,66,2,132,74,熱容量,31,0,可,58,有り,-,変8，変埼玉154kV1,上位系（変埼玉154kV1）による制約
埼玉県 66kV 103,吉野町線,66,2,440,254,熱容量,220,220,可,186,-,-,-,
埼玉県 66kV 104,大針線,66,2,149,149,熱容量,149,149,可,0,-,-,-,
埼玉県 66kV 105,東久喜線,66,2,372,212,熱容量,168,149,可,18,-,-,-,
埼玉県 66kV 106,井戸木線,66,2,372,212,熱容量,186,186,可,160,-,-,-,
埼玉県 66kV 107,七里線,66,2,92,92,熱容量,92,0,可,0,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 108,鷲宮線,66,2,132,74,熱容量,64,0,可,27,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 109,水野線,66,2,116,74,熱容量,58,58,可,42,-,-,-,
埼玉県 66kV 110,東大和線,66,2,260,146,熱容量,130,130,可,114,-,-,-,
埼玉県 66kV 111,所沢線,66,2,260,146,熱容量,130,0,可,114,有り,-,送117,上位系（送98）による制約
埼玉県 66kV 112,的場線,66,2,132,74,熱容量,66,66,可,58,-,-,-,
埼玉県 66kV 113,飯能線,66,2,186,186,熱容量,166,155,可,0,-,-,-,
埼玉県 66kV 114,大袋線,66,2,442,254,熱容量,221,0,可,188,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 115,瀬崎線,66,2,262,142,熱容量,131,0,可,120,有り,-,送47,抑制が必要となる設備には送46含む　上位系（送47）による制約
埼玉県 66kV 116,横堀線,66,2,184,104,熱容量,92,0,可,80,有り,-,送47,抑制が必要となる設備には送46含む　上位系（送47）による制約
埼玉県 66kV 117,鶴ヶ曽根線,66,2,184,104,熱容量,92,0,可,80,有り,-,送47,抑制が必要となる設備には送46含む　上位系（送47）による制約
埼玉県 66kV 118,足立線,66,2,192,104,熱容量,96,0,可,88,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 119,鹿浜線1，2号,66,2,230,130,熱容量,115,0,可,100,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 120,鹿浜線3，4号,66,2,230,130,熱容量,115,0,可,100,有り,-,送52,上位系（送52）による制約
埼玉県 66kV 121,指扇線(上尾),66,2,184,104,熱容量,92,92,可,80,-,-,-,
埼玉県 66kV 122,朝霞線（武蔵野）,66,2,338,246,熱容量,169,169,可,92,-,-,-,
埼玉県 66kV 123,膝折線（武蔵野）,66,2,372,212,熱容量,186,169,可,160,-,-,-,
埼玉県 66kV 124,鷲宮線(上尾),66,2,262,142,熱容量,127,92,可,120,-,-,-,
埼玉県 66kV 125,上武線,66,2,132,74,熱容量,43,0,可,58,有り,-,変群馬66kV5,上位系（変群馬66kV5）による制約
埼玉県 22kV 1,坂本特配線,22,2,20,11,熱容量,6,0,可,9,有り,-,送埼玉154kV18,上位系（送埼玉154kV18）による制約
埼玉県 22kV 2,松郷特配線,22,2,20,11,熱容量,5,0,可,9,有り,-,送埼玉154kV18,上位系（送埼玉154kV18）による制約
